,q1f,q2f,q3f,q4f,q5f,q6f
0,-0.06601520437014836,0.0,-1.251074147536985,5.551115123125783e-17,0.0,0.760189282486261
1,-0.07218747652156673,-0.004958432980310346,-1.2584182600830613,0.02390459441364005,-0.004958432980310346,0.7572094229535984
2,-0.07835893857326968,-0.009916865960620693,-1.2654435082724058,0.047490324470548254,-0.009916865960620693,0.7541785108813783
3,-0.08452878062948006,-0.014875298940931038,-1.2721498921050185,0.07075719017072465,-0.014875298940931038,0.7510965655487158
4,-0.0906961932022459,-0.019833731921241386,-1.2785374115808996,0.09370519151416926,-0.019833731921241386,0.747963619082076
5,-0.0968603674152247,-0.024792164901551735,-1.2846060667000487,0.11633432850088203,-0.024792164901551735,0.7447797164471863
6,-0.10302049520731377,-0.029750597881862077,-1.290355857462466,0.13864460113086305,-0.029750597881862077,0.7415449154377178
7,-0.10917576953607518,-0.034709030862172426,-1.2957867838681514,0.1606360094041122,-0.034709030862172426,0.7382592866607347
8,-0.11532538458090445,-0.03966746384248277,-1.3008988459171051,0.18230855332062965,-0.03966746384248277,0.7349229135189201
9,-0.12146853594589159,-0.04462589682279312,-1.3056920436093271,0.38453170648820795,-0.04462589682279312,0.7315358921895792
10,-0.1276044208623234,-0.04958432980310347,-1.347259085521749,0.4055665216912618,-0.04958432980310347,0.7280983316004277
11,-0.1337322383907763,-0.05454276278341381,-1.3514145545005072,0.4262824725375838,-0.05454276278341381,0.7246103534021702
12,-0.1398511896227485,-0.05950119576372415,-1.3552511591225338,0.446679559027174,-0.05950119576372415,0.7210720919378739
13,-0.1459604778817808,-0.0644596287440345,-1.3587688993878284,0.4667577811600323,-0.0644596287440345,0.7174836942091503
14,-0.15205930892401592,-0.06941806172434485,-1.3619677752963915,0.4865171389361589,-0.06941806172434485,0.7138453198391461
15,-0.15814689113814492,-0.0743764947046552,-1.3648477868482225,0.5059576323555537,-0.0743764947046552,0.7101571410323617
16,-0.1642224357446912,-0.07933492768496554,-1.367408934043322,0.5250792614182167,-0.07933492768496554,0.7064193425312968
17,-0.17028515699458144,-0.08429336066527589,-1.3696512168816894,0.5438820261241479,-0.08429336066527589,0.6215769440272483
18,-0.17633427236695387,-0.08925179364558623,-1.3715746353633251,0.5623659264733474,-0.08925179364558623,0.6177405102814413
19,-0.18236900276615356,-0.09421022662589658,-1.373179189488229,0.580530962465815,-0.09421022662589658,0.6138550858160683
20,-0.1883885727178657,-0.09916865960620694,-1.3744648792564012,0.5983771341015509,-0.09916865960620694,0.6099209050291692
21,-0.19439221056433692,-0.10412709258651727,-1.3754317046678415,0.6159044413805548,-0.10412709258651727,0.6059382145929268
22,-0.20037914865863635,-0.10908552556682762,-1.37607966572255,0.6331128843028271,-0.10908552556682762,0.6019072733915696
23,-0.20634862355790629,-0.11404395854713796,-1.3764087624205268,0.6500024628683676,-0.11404395854713796,0.5978283524561969
24,-0.21229987621555507,-0.1190023915274483,-1.3764189947617718,0.6665731770771761,-0.1190023915274483,0.593701734896551
